timestamp,Xsensor
0,-40.8125
5000,-40.2551
10000,-38.720200000000006
15000,-37.1954
20000,-32.605599999999995
25000,-28.0187
30000,-25.2355
35000,-20.3746
40000,-16.3476
45000,-11.6293
50000,-4.96054
55000,-0.246159
60000,6.28164
65000,10.4428
70000,16.8281
75000,21.2633
80000,26.807
85000,30.2712
90000,33.7361
95000,35.529199999999996
100000,37.3193
105000,38.151500000000006
110000,38.5487
115000,38.1261
120000,38.2569
125000,37.2757
130000,34.6246
135000,32.955
140000,30.3129
145000,26.8371
150000,23.2299
155000,17.5266
160000,13.0808
165000,8.500789999999999
170000,2.5362
175000,-1.4923300000000002
180000,-6.62108
185000,-11.6098
190000,-14.6565
195000,-19.3635
200000,-22.9687
205000,-26.5641
210000,-29.1917
215000,-31.6815
220000,-33.0605
225000,-34.2982
