timestamp,Xsensor
0,0.0
1000,0.0
2000,0.0
3000,0.0
4000,0.0
5000,0.0
6000,0.0
7000,0.0
8000,0.0
9000,0.0
10000,0.0
11000,0.0
12000,0.0
13000,0.0
14000,0.0
15000,0.0
16000,0.0
17000,0.0
18000,0.0
19000,0.0
20000,0.0
21000,0.0
22000,0.0
23000,0.0
24000,0.0
25000,0.0
26000,0.0
27000,0.0
28000,0.0
29000,0.0
30000,0.0
31000,0.0
32000,0.0
33000,0.0
34000,0.0
35000,0.0
36000,0.0
37000,0.0
38000,0.0
39000,0.0
40000,0.0
41000,0.0
42000,0.0
43000,0.0
44000,0.0
45000,0.0
46000,0.0
47000,0.0
48000,0.0
49000,0.0
50000,0.0
51000,0.0
52000,0.0
53000,0.0
54000,0.0
55000,0.0
56000,0.0
57000,0.0
58000,0.0
59000,10.3363
60000,12.008099999999999
61000,13.1143
62000,14.3657
63000,16.3096
64000,16.0328
65000,17.9748
66000,19.2338
67000,19.372999999999998
68000,20.6251
69000,21.4584
70000,22.7084
71000,23.8292
72000,24.9425
73000,26.0475
74000,26.8936
75000,27.5888
76000,28.8369
77000,30.363400000000002
78000,30.6538
79000,31.625299999999996
80000,32.4629
81000,32.1837
82000,33.7153
83000,34.4151
84000,34.418400000000005
85000,35.2576
86000,35.6745
87000,36.232600000000005
88000,37.6241
89000,36.520599999999995
90000,37.2186
91000,37.7782
92000,38.1969
93000,38.480199999999996
94000,38.4863
95000,38.0676
96000,39.1824
97000,39.0493
98000,38.5031
99000,39.6154
100000,39.2035
101000,38.9307
102000,38.6556
103000,38.1079
104000,37.9744
105000,37.7031
106000,37.5685
107000,37.0112
108000,36.8824
109000,36.882999999999996
110000,35.636599999999994
111000,35.2234
112000,33.9818
113000,34.2568
114000,33.0172
115000,32.747499999999995
116000,31.779999999999998
117000,31.3653
118000,29.7063
119000,29.433200000000003
120000,28.0446
121000,27.3546
122000,26.6654
123000,25.2807
124000,24.037200000000002
125000,22.5148
126000,22.2398
127000,20.4361
128000,19.8916
129000,19.3385
130000,16.9777
131000,16.1519
132000,15.0402
133000,13.1093
134000,12.4115
135000,10.196900000000001
136000,9.64549
137000,8.81137
138000,7.28974
139000,5.48798
140000,3.8234100000000004
141000,2.2994700000000003
142000,1.3320999999999998
143000,-1.02548
144000,-1.57771
145000,-3.51795
146000,-4.21018
147000,-5.73208
148000,-7.253710000000001
149000,-8.22428
150000,-10.026200000000001
151000,-10.721400000000001
152000,-11.9674
153000,-13.6286
154000,-15.290200000000002
155000,-16.9537
156000,-17.3725
157000,-19.8708
158000,-20.0058
159000,-20.974
160000,-22.6372
161000,-23.7438
162000,-24.5748
163000,-25.5449
164000,-26.5167
165000,-28.601
166000,-28.7348
167000,-29.9794
168000,-31.2253
169000,-32.06
170000,-33.1687
171000,-33.160700000000006
172000,-34.5524
173000,-34.9674
174000,-35.382600000000004
175000,-36.4895
176000,-37.1834
177000,-37.3191
178000,-38.1511
179000,-38.1503
180000,-38.6987
181000,-38.8421
182000,-39.2577
183000,-39.945
184000,-40.0881
185000,-39.8018
186000,-40.7707
187000,-41.1907
