timestamp,Xsensor
0,-32.2292
5000,-31.909100000000002
10000,-30.660200000000003
15000,-28.549200000000003
20000,-25.604200000000002
25000,-22.3676
30000,-18.6921
35000,-14.049000000000001
40000,-9.65768
45000,-4.98099
50000,0.692264
55000,4.16226
60000,10.242099999999999
65000,15.1235
70000,19.584699999999998
75000,24.0813
80000,28.0055
85000,30.3164
90000,34.260600000000004
95000,35.31
100000,36.6606
105000,36.4937
110000,37.1473
115000,36.617399999999996
120000,34.4198
125000,32.8907
130000,29.876700000000003
135000,27.768
140000,22.684
145000,20.200999999999997
150000,16.3448
155000,12.0239
160000,7.7321800000000005
165000,2.9691500000000004
170000,-1.6746
175000,-6.28212
180000,-9.83886
185000,-14.5601
190000,-18.3129
195000,-21.3976
200000,-25.0804
205000,-27.7982
210000,-31.0113
215000,-32.652499999999996
220000,-33.6434
225000,-35.049299999999995
230000,-35.3756
