timestamp,Xsensor
0,-31.497
1000,-31.223699999999997
2000,-30.663600000000002
3000,-30.942999999999998
4000,-30.3877
5000,-31.2158
6000,-30.5212
7000,-30.518800000000002
8000,-30.239900000000002
9000,-29.9659
10000,-28.569100000000002
11000,-28.991
12000,-27.5949
13000,-27.4582
14000,-26.4853
15000,-25.9237
16000,-24.3958
17000,-24.6662
18000,-23.1441
19000,-23.699299999999997
20000,-21.750899999999998
21000,-22.302799999999998
22000,-20.3612
23000,-19.6666
24000,-18.2739
25000,-16.881999999999998
26000,-16.4614
27000,-14.9394
28000,-14.7905
29000,-12.9847
30000,-11.597999999999999
31000,-10.9
32000,-9.78105
33000,-8.81472
34000,-7.979190000000001
35000,-7.83918
36000,-6.4440100000000005
37000,-5.6146
38000,-4.77677
39000,-3.66479
40000,-3.38185
41000,-2.1343099999999997
42000,-1.0239
43000,0.372954
44000,0.930195
45000,2.73373
46000,3.70748
47000,4.68213
48000,4.96125
49000,6.227189999999999
50000,7.750610000000001
51000,9.00238
52000,9.9787
53000,11.5083
54000,11.5121
55000,13.7345
56000,13.325299999999999
57000,15.4071
58000,15.965799999999998
59000,17.6352
60000,17.4975
61000,19.034200000000002
62000,20.0106
63000,20.4215
64000,22.0974
65000,22.659000000000002
66000,23.0743
67000,24.325599999999998
68000,24.4681
69000,25.8655
70000,26.1408
71000,27.4001
72000,27.949900000000003
73000,28.9373
74000,28.5196
75000,29.4956
76000,29.4999
77000,30.614300000000004
78000,30.477999999999998
79000,30.624799999999997
80000,31.7326
81000,32.1568
82000,31.881699999999995
83000,32.0295
84000,32.5875
85000,32.734300000000005
86000,32.869
87000,33.2915
88000,33.434
89000,33.5827
90000,33.9964
91000,33.5882
92000,33.8692
93000,33.8686
94000,34.0156
95000,34.1568
96000,32.634
97000,33.191500000000005
98000,32.502300000000005
99000,31.952799999999996
100000,31.680300000000003
101000,31.9604
102000,31.2741
103000,31.279199999999996
104000,29.7535
105000,29.4815
106000,29.6258
107000,28.2378
108000,28.2425
109000,28.109299999999998
110000,27.4176
111000,27.1374
112000,25.6127
113000,24.6483
114000,24.793599999999998
115000,23.5412
116000,23.263499999999997
117000,22.7188
118000,21.745800000000003
119000,21.1967
120000,19.9496
121000,19.8116
122000,18.5605
123000,17.5965
124000,17.5901
125000,16.0698
126000,15.2354
127000,13.988299999999999
128000,13.1602
129000,12.189300000000001
130000,11.630999999999998
131000,10.3773
132000,9.2736
133000,8.717189999999999
134000,7.7451
135000,6.77412
136000,5.94074
137000,4.2704200000000005
138000,3.72049
139000,2.3300199999999998
140000,2.1974400000000003
141000,0.523667
142000,0.389155
143000,-1.42326
144000,-2.80129
145000,-3.22632
146000,-4.61522
147000,-5.45399
148000,-6.98038
149000,-7.816069999999999
150000,-7.81492
151000,-9.76258
152000,-10.4551
153000,-11.8462
154000,-13.3788
155000,-13.5239
156000,-14.6341
157000,-15.607199999999999
158000,-16.5829
159000,-16.7233
160000,-17.7016
161000,-18.811500000000002
162000,-19.6469
163000,-20.483500000000003
164000,-20.7596
165000,-21.7454
166000,-22.4436
167000,-22.8627
168000,-23.279700000000002
169000,-23.561999999999998
170000,-24.807000000000002
171000,-24.9512
172000,-25.0971
173000,-25.241
174000,-26.2072
175000,-26.3474
176000,-26.3523
177000,-27.4682
178000,-27.6082
179000,-26.639400000000002
180000,-27.8958
181000,-27.8978
182000,-27.3461
183000,-28.0385
184000,-27.766099999999998
