timestamp,Xsensor
0,-21.556099999999997
5000,-21.2375
10000,-20.2158
15000,-18.670099999999998
20000,-16.5004
25000,-14.1401
30000,-10.7379
35000,-7.65499
40000,-3.45236
45000,0.0489956
50000,4.2091400000000005
55000,7.6522
60000,11.1013
65000,15.1815
70000,17.7495
75000,20.5588
80000,23.1767
85000,25.6613
90000,27.9416
95000,28.7092
100000,30.0776
105000,31.0828
110000,32.123599999999996
115000,31.945600000000002
120000,33.5266
125000,32.9273
130000,33.2393
135000,32.1713
140000,32.2098
145000,31.863599999999998
150000,31.1052
155000,30.0916
160000,29.2037
165000,26.7974
170000,25.4502
175000,23.3983
180000,21.1309
185000,16.661199999999997
190000,13.4537
195000,9.36027
200000,4.8401700000000005
205000,0.94165
210000,-4.3464100000000006
215000,-9.29485
220000,-15.079799999999999
225000,-19.5758
230000,-24.6123
235000,-29.5021
240000,-33.4202
245000,-37.9819
250000,-40.226299999999995
255000,-42.751599999999996
