timestamp,Xsensor
0,-10.3314
1000,-10.3314
2000,-9.51656
3000,-10.3378
4000,-9.487589999999999
5000,-10.4924
6000,-10.4924
7000,-9.93065
8000,-9.63794
9000,-9.52903
10000,-9.23737
11000,-9.23737
12000,-8.57701
13000,-8.55859
14000,-8.702050000000002
15000,-8.011370000000001
16000,-8.011370000000001
17000,-7.6070899999999995
18000,-7.0588299999999995
19000,-6.78141
20000,-7.19519
21000,-7.19519
22000,-6.50978
23000,-5.556979999999999
24000,-5.280340000000001
25000,-4.18194
26000,-4.18194
27000,-4.59416
28000,-4.17458
29000,-3.37761
30000,-2.97332
31000,-2.97332
32000,-1.88416
33000,-1.72411
34000,-1.03525
35000,-0.616463
36000,0.0
37000,0.0
38000,0.0
39000,0.0
40000,0.0
41000,0.0
42000,-49.4109
43000,3.6265400000000003
44000,3.9084499999999998
45000,3.9084499999999998
46000,3.7644599999999997
47000,5.79777
48000,6.09894
49000,6.19678
50000,7.19259
51000,7.19259
52000,8.55025
53000,9.07873
54000,8.40308
55000,9.78078
56000,9.78078
57000,10.5783
58000,10.5783
59000,11.405100000000001
60000,12.3713
61000,12.3713
62000,13.1831
63000,14.0014
64000,14.258799999999999
65000,15.367
66000,15.367
67000,15.483799999999999
68000,16.0353
69000,16.7144
70000,16.9646
71000,16.9646
72000,18.1989
73000,18.181
74000,19.147000000000002
75000,19.147000000000002
76000,19.9529
77000,20.514200000000002
78000,20.476499999999998
79000,21.732599999999998
80000,21.5641
81000,21.5641
82000,21.8207
83000,21.965
84000,22.657799999999998
85000,23.0547
86000,23.3403
87000,23.3403
88000,23.7307
89000,24.3995
90000,24.3976
91000,24.3976
92000,24.7848
93000,24.6561
94000,25.1915
95000,25.8695
96000,24.7646
97000,24.7646
98000,25.151699999999998
99000,25.283099999999997
100000,26.248
101000,26.248
102000,24.694200000000002
103000,24.677100000000003
104000,25.0793
105000,25.372300000000003
106000,25.372300000000003
107000,25.0656
108000,24.7729
109000,24.8953
110000,24.5002
111000,24.5002
112000,24.1775
113000,24.187
114000,23.6332
115000,23.6121
116000,22.7761
117000,22.7761
118000,22.8779
119000,22.0353
120000,21.742900000000002
121000,21.742900000000002
122000,20.9043
123000,20.7785
124000,19.789
125000,19.789
126000,18.9483
127000,19.183
128000,18.9349
129000,18.6332
130000,17.8006
131000,17.8006
132000,17.36
133000,16.3789
134000,15.540600000000001
135000,14.6982
136000,14.6982
137000,13.5769
138000,13.5769
139000,12.7177
140000,12.304
141000,12.304
142000,10.628
143000,10.2037
144000,9.39143
145000,8.67147
146000,8.38429
147000,8.38429
148000,7.816770000000001
149000,6.14292
150000,5.84494
151000,5.84494
152000,4.73495
153000,4.02183
154000,2.5144
155000,2.5144
156000,1.66309
157000,1.51755
158000,0.268533
159000,-0.8559629999999999
160000,-1.54403
161000,-1.54403
162000,-2.67829
163000,-3.2091700000000003
164000,-3.9254200000000004
165000,-5.42654
166000,-5.42654
167000,-5.8994
168000,-6.98804
169000,-8.1152
170000,-8.26022
171000,-8.26022
172000,-9.25368
173000,-10.086
174000,-10.4987
175000,-11.8909
176000,-11.8909
177000,-12.6162
178000,-13.7304
179000,-13.8707
180000,-14.275500000000001
181000,-14.275500000000001
182000,-15.2647
183000,-16.2582
184000,-16.7996
185000,-17.0729
186000,-17.0729
187000,-17.5228
188000,-18.6436
189000,-19.461199999999998
190000,-20.154999999999998
191000,-20.154999999999998
192000,-20.448
193000,-21.4486
194000,-21.0338
195000,-22.4075
196000,-22.4075
197000,-22.4199
198000,-22.4347
199000,-23.2612
200000,-22.7485
201000,-22.7485
202000,-24.145500000000002
203000,-24.246299999999998
204000,-24.6595
205000,-24.6595
206000,-25.259
207000,-24.9615
208000,-25.4093
209000,-25.4028
210000,-25.81
211000,-25.81
212000,-25.956300000000002
213000,-25.4218
214000,-26.2446
215000,-26.0901
216000,-26.8135
217000,-26.8135
218000,-26.6827
219000,-26.9473
220000,-27.957
221000,-27.957
222000,-26.6936
